Filename,Name,Type,Has_X,Has_Y,Has_Alpha,Has_CL,Error
r140sm.dat,R140  12.04% (smoothed),coordinates,Yes,Yes,No,No,
rae100.dat,RAE 100 AIRFOIL,coordinates,Yes,Yes,No,No,
rae101.dat,RAE 101 AIRFOIL,coordinates,Yes,Yes,No,No,
rae102.dat,RAE 102 AIRFOIL,coordinates,Yes,Yes,No,No,
rae103.dat,RAE 103 AIRFOIL,coordinates,Yes,Yes,No,No,
rae104.dat,RAE 104 AIRFOIL,coordinates,Yes,Yes,No,No,
rae2822.dat,RAE 2822 AIRFOIL,coordinates,Yes,Yes,No,No,
rae5212.dat,RAE(NPL) 5212 AIRFOIL,coordinates,Yes,Yes,No,No,
rae5213.dat,RAE(NPL) 5213 AIRFOIL,coordinates,Yes,Yes,No,No,
rae5214.dat,RAE 5214 AIRFOIL,coordinates,Yes,Yes,No,No,
rae5215.dat,RAE 5215 AIRFOIL,coordinates,Yes,Yes,No,No,
rae69ck.dat,RAE6-9CK AIRFOIL,coordinates,Yes,Yes,No,No,
raf15.dat,RAF 15 AIRFOIL,coordinates,Yes,Yes,No,No,
raf19.dat,RAF 19 AIRFOIL,coordinates,Yes,Yes,No,No,
raf25.dat,RAF 25 AIRFOIL,coordinates,Yes,Yes,No,No,
raf26.dat,RAF 26 AIRFOIL,coordinates,Yes,Yes,No,No,
raf27.dat,RAF 27 AIRFOIL,coordinates,Yes,Yes,No,No,
raf28.dat,RAF 28 AIRFOIL,coordinates,Yes,Yes,No,No,
raf30.dat,RAF 30 AIRFOIL,coordinates,Yes,Yes,No,No,
raf30md.dat,RAF 30 MOD AIRFOIL,coordinates,Yes,Yes,No,No,
raf31.dat,RAF 31 AIRFOIL,coordinates,Yes,Yes,No,No,
raf32.dat,RAF 32 AIRFOIL,coordinates,Yes,Yes,No,No,
raf32md.dat,RAF 32 MOD AIRFOIL,coordinates,Yes,Yes,No,No,
raf33.dat,RAF 33 AIRFOIL,coordinates,Yes,Yes,No,No,
raf34.dat,RAF 34 AIRFOIL,coordinates,Yes,Yes,No,No,
raf38.dat,RAF 38 AIRFOIL,coordinates,Yes,Yes,No,No,
raf48.dat,RAF-48 AIRFOIL,coordinates,Yes,Yes,No,No,
raf6.dat,RAF 6 AIRFOIL,coordinates,Yes,Yes,No,No,
raf69.dat,RAF 69 AIRFOIL,coordinates,Yes,Yes,No,No,
raf6prop_sm.dat,RAF 6 AIRFOIL; 12%; LE rad. 0.012; TE rad. 0.0092; NACA TR259 smoothed,coordinates,Yes,Yes,No,No,
raf89.dat,RAF 89 AIRFOIL,coordinates,Yes,Yes,No,No,
rc0864c.dat,NASA/LANGLEY RC08-64C AIRFOIL,coordinates,Yes,Yes,No,No,
rc08b3.dat,NASA/LANGLEY RC-08(B)3 AIRFOIL,coordinates,Yes,Yes,No,No,
rc08n1.dat,NASA/LANGLEY RC-08(N)1 AIRFOIL,coordinates,Yes,Yes,No,No,
rc1064c.dat,NASA/LANGLEY RC10-64C AIRFOIL,coordinates,Yes,Yes,No,No,
rc10b3.dat,NASA/LANGLEY RC-10(B)3 AIRFOIL,coordinates,Yes,Yes,No,No,
rc10n1.dat,NASA/LANGLEY RC-10(N)1 AIRFOIL,coordinates,Yes,Yes,No,No,
rc1264c.dat,NASA/LANGLEY RC12-64C AIRFOIL,coordinates,Yes,Yes,No,No,
rc12b3.dat,NASA/LANGLEY RC-12(B)3 AIRFOIL,coordinates,Yes,Yes,No,No,
rc12n1.dat,NASA/LANGLEY RC-12(N)1 AIRFOIL,coordinates,Yes,Yes,No,No,
rc410.dat,NASA RC(4)-10 AIRFOIL,coordinates,Yes,Yes,No,No,
rc510.dat,NASA RC(5)-10 AIRFOIL,coordinates,Yes,Yes,No,No,
rcsc2.dat,NASA/LANGLEY RC-SC2 AIRFOIL,coordinates,Yes,Yes,No,No,
rg12.dat,RG-12,coordinates,Yes,Yes,No,No,
rg12a.dat,AIRFOIL PROFILE12A 9.00%,coordinates,Yes,Yes,No,No,
rg12a189.dat,RG 12A-1.8/9.0 AIRFOIL,coordinates,Yes,Yes,No,No,
rg14.dat,RG 14 AIRFOIL,coordinates,Yes,Yes,No,No,
rg1410.dat,RG 14 10% AIRFOIL,coordinates,Yes,Yes,No,No,
rg149.dat,RG 14 9% AIRFOIL,coordinates,Yes,Yes,No,No,
rg1495.dat,RG 14 9.5% AIRFOIL,coordinates,Yes,Yes,No,No,
rg14a147.dat,RG 14A-1.4/7.0 AIRFOIL,coordinates,Yes,Yes,No,No,
rg15.dat,RG-15 8.9%,coordinates,Yes,Yes,No,No,
rg15a111.dat,RG 15A-1.8/11.0 AIRFOIL,coordinates,Yes,Yes,No,No,
rg15a213.dat,RG 15A 2.5/13.0 AIRFOIL,coordinates,Yes,Yes,No,No,
rg8.dat,RG 8 AIRFOIL,coordinates,Yes,Yes,No,No,
rhodesg30.dat,Rhode St. Genese 30,coordinates,Yes,Yes,No,No,
rhodesg32.dat,Rhode St. Genese 32,coordinates,Yes,Yes,No,No,
rhodesg34.dat,Rhode St. Genese 34,coordinates,Yes,Yes,No,No,
rhodesg36.dat,Rhode St. Genese 36,coordinates,Yes,Yes,No,No,
s1010.dat,S1010 HPV airfoil,coordinates,Yes,Yes,No,No,
s1012.dat,S1012,coordinates,Yes,Yes,No,No,
s1014.dat,S1014,coordinates,Yes,Yes,No,No,
s1016.dat,S1016,coordinates,Yes,Yes,No,No,
s1020.dat,S1020 Ornithopter airfoil,coordinates,Yes,Yes,No,No,
s102b.dat,SOMERS S102 AIRFOIL (BLUNT),coordinates,Yes,Yes,No,No,
s102s.dat,SOMERS S102 AIRFOIL (SHARP),coordinates,Yes,Yes,No,No,
s1046.dat,S1046 17% (Danny Howell),coordinates,Yes,Yes,No,No,
s1048.dat,S1048 14% (Danny Howell),coordinates,Yes,Yes,No,No,
s1091.dat,S1091,coordinates,Yes,Yes,No,No,
s1210.dat,S1210 12%,coordinates,Yes,Yes,No,No,
s1221-4deg-flap.dat,S1221  w/ 4 deg flap,coordinates,Yes,Yes,No,No,
s1221.dat,S1221  w/o flap,coordinates,Yes,Yes,No,No,
s1223.dat,S1223,coordinates,Yes,Yes,No,No,
s1223rtl.dat,S1223 RTL,coordinates,Yes,Yes,No,No,
s2027.dat,S2027,coordinates,Yes,Yes,No,No,
s2046.dat,S2046,coordinates,Yes,Yes,No,No,
s2048.dat,S2048,coordinates,Yes,Yes,No,No,
s2050.dat,S2050 8.93%,coordinates,Yes,Yes,No,No,
s2055.dat,S2055,coordinates,Yes,Yes,No,No,
s2060.dat,S2060 8%,coordinates,Yes,Yes,No,No,
s2062.dat,S2062 8%,coordinates,Yes,Yes,No,No,
s2091.dat,S2091-101-83,coordinates,Yes,Yes,No,No,
s3.dat,REPUBLIC S-3 AIRFOIL,coordinates,Yes,Yes,No,No,
s3002.dat,SELIG 3002-099-83,coordinates,Yes,Yes,No,No,
s3010.dat,S3010-103-84,coordinates,Yes,Yes,No,No,
s3014.dat,S3014-095-85,coordinates,Yes,Yes,No,No,
s3016.dat,S3016-095-87,coordinates,Yes,Yes,No,No,
s3021.dat,S3021-095-84,coordinates,Yes,Yes,No,No,
s3024.dat,S3024 9.84%,coordinates,Yes,Yes,No,No,
s3025.dat,S3025 9.38%,coordinates,Yes,Yes,No,No,
s4022.dat,S4022,coordinates,Yes,Yes,No,No,
s4053.dat,S4053,coordinates,Yes,Yes,No,No,
s4061.dat,S4061-096-84,coordinates,Yes,Yes,No,No,
s4062.dat,S4062-095-87,coordinates,Yes,Yes,No,No,
s4083.dat,S4083 (8%),coordinates,Yes,Yes,No,No,
s4094.dat,S4094 (root airfoil designed for and used on the E-flite UMX ASK-21 scale RC sailplane),coordinates,Yes,Yes,No,No,
s4095.dat,S4095 (designed for the E-flite UMX ASK-21 scale RC sailplane),coordinates,Yes,Yes,No,No,
s4096.dat,S4096 (designed for the E-flite UMX ASK-21 scale RC sailplane),coordinates,Yes,Yes,No,No,
s4110.dat,S4110,coordinates,Yes,Yes,No,No,
s4158.dat,S4158,coordinates,Yes,Yes,No,No,
s4180.dat,S4180-098-84,coordinates,Yes,Yes,No,No,
s4233.dat,S4233-136-84,coordinates,Yes,Yes,No,No,
s4310.dat,S4310,coordinates,Yes,Yes,No,No,
s4320.dat,S4320,coordinates,Yes,Yes,No,No,
s5010.dat,S5010,coordinates,Yes,Yes,No,No,
s5020.dat,S5020,coordinates,Yes,Yes,No,No,
s6061.dat,S6061 9%,coordinates,Yes,Yes,No,No,
s6062.dat,S6062 8%,coordinates,Yes,Yes,No,No,
s6063.dat,S6063 7.05%,coordinates,Yes,Yes,No,No,
s7012.dat,S7012 8.75%,coordinates,Yes,Yes,No,No,
s7055.dat,S7055 (10.5%) Flat-Bottomed,coordinates,Yes,Yes,No,No,
s7075.dat,S7075 (9%),coordinates,Yes,Yes,No,No,
s8021.dat,S8021 (7.6%),coordinates,Yes,Yes,No,No,
s8023.dat,S8023 (7.6%),coordinates,Yes,Yes,No,No,
s8025.dat,S8025 (8%),coordinates,Yes,Yes,No,No,
s8035.dat,S8035 for RC aerobatic  14% thick,coordinates,Yes,Yes,No,No,
s8036.dat,S8036 (16%),coordinates,Yes,Yes,No,No,
s8037.dat,S8037 (16%),coordinates,Yes,Yes,No,No,
s8038.dat,S8038 (13%),coordinates,Yes,Yes,No,No,
s8052.dat,S8052 (11.88%),coordinates,Yes,Yes,No,No,
s8055.dat,S8055 (12%),coordinates,Yes,Yes,No,No,
s8064.dat,S8064,coordinates,Yes,Yes,No,No,
s8065.dat,S8065 (11% version of S8064),coordinates,Yes,Yes,No,No,
s8066.dat,S8066 (10% version of S8065 w/ lower surface aerodynamically similar),coordinates,Yes,Yes,No,No,
s9000.dat,S9000 (9%),coordinates,Yes,Yes,No,No,
s9026.dat,S9026 (9.5%),coordinates,Yes,Yes,No,No,
s9027.dat,S9027 (8%),coordinates,Yes,Yes,No,No,
s9032.dat,S9032 (9%),coordinates,Yes,Yes,No,No,
s9033.dat,S9033 (7.5%),coordinates,Yes,Yes,No,No,
s9037.dat,S9037 (9%),coordinates,Yes,Yes,No,No,
s9104.dat,S9104,coordinates,Yes,Yes,No,No,
s9104BTE.dat,S9104BTE,coordinates,Yes,Yes,No,No,
sa7024.dat,SA7024,coordinates,Yes,Yes,No,No,
sa7025.dat,SA7025,coordinates,Yes,Yes,No,No,
sa7026.dat,SA7026,coordinates,Yes,Yes,No,No,
sa7035.dat,SA7035,coordinates,Yes,Yes,No,No,
sa7036.dat,SA7036,coordinates,Yes,Yes,No,No,
sa7038.dat,SA7038,coordinates,Yes,Yes,No,No,
saratov.dat,SARATOV AIRFOIL,coordinates,Yes,Yes,No,No,
sc1012r8.dat,SIKORSKY SC1012R8 AIRFOIL,coordinates,Yes,Yes,No,No,
sc1094r8.dat,SIKORSKY SC1094 R8 AIRFOIL,coordinates,Yes,Yes,No,No,
sc1095.dat,SIKORSKY SC1095 AIRFOIL,coordinates,Yes,Yes,No,No,
sc1095r8.dat,SIKORSKY SC1095R8 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20010.dat,NASA SC(2)-0010 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20012.dat,NASA SC(2)-0012 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20402.dat,NASA SC(2)-0402 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20403.dat,NASA SC(2)-0403 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20404.dat,NASA SC(2)-0404 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20406.dat,NASA SC(2)-0406 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20410.dat,NASA SC(2)-0410 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20412.dat,NASA SC(2)-0412 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20414.dat,NASA SC(2)-0414 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20503.dat,NASA SC(2)-0503 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20518.dat,NASA SC(2)-0518 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20606.dat,NASA SC(2)-0606 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20610.dat,NASA SC(2)-0610 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20612.dat,NASA SC(2)-0612 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20614.dat,NASA SC(2)-0614 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20706.dat,NASA SC(2)-0706 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20710.dat,NASA SC(2)-0710 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20712.dat,NASA SC(2)-0712 AIRFOIL,coordinates,Yes,Yes,No,No,
sc20714.dat,NASA SC(2)-0714 AIRFOIL,coordinates,Yes,Yes,No,No,
sc21006.dat,NASA SC(2)-1006 AIRFOIL,coordinates,Yes,Yes,No,No,
sc21010.dat,NASA SC(2)-1010 AIRFOIL,coordinates,Yes,Yes,No,No,
sc2110.dat,SIKORSKY SC2110 AIRFOIL,coordinates,Yes,Yes,No,No,
sd2030.dat,SD2030-086-88,coordinates,Yes,Yes,No,No,
sd2083.dat,SD2083 (9.0%),coordinates,Yes,Yes,No,No,
sd5060.dat,SD5060 (9.5%),coordinates,Yes,Yes,No,No,
sd6060.dat,SD6060-104-88,coordinates,Yes,Yes,No,No,
sd6080.dat,SD6080 (9.2%),coordinates,Yes,Yes,No,No,
sd7003.dat,SD7003-085-88,coordinates,Yes,Yes,No,No,
sd7032.dat,SD7032-099-88,coordinates,Yes,Yes,No,No,
sd7034.dat,SD7034,coordinates,Yes,Yes,No,No,
sd7037.dat,SD7037-092-88,coordinates,Yes,Yes,No,No,
sd7043.dat,SD7043 (9.1%),coordinates,Yes,Yes,No,No,
sd7062.dat,SD7062 (14%),coordinates,Yes,Yes,No,No,
sd7080.dat,SD7080 (9.2%),coordinates,Yes,Yes,No,No,
sd7084.dat,SD7084 (9.6%),coordinates,Yes,Yes,No,No,
sd7090.dat,SD7090 (10%),coordinates,Yes,Yes,No,No,
sd8000.dat,SD8000-089-88,coordinates,Yes,Yes,No,No,
sd8020.dat,SD8020-010-88,coordinates,Yes,Yes,No,No,
sd8040.dat,SD8040 (10%),coordinates,Yes,Yes,No,No,
sg6040.dat,SG6040,coordinates,Yes,Yes,No,No,
sg6041.dat,SG6041,coordinates,Yes,Yes,No,No,
sg6042.dat,SG6042,coordinates,Yes,Yes,No,No,
sg6043.dat,SG6043,coordinates,Yes,Yes,No,No,
sg6050.dat,SG6050,coordinates,Yes,Yes,No,No,
sg6051.dat,SG6051,coordinates,Yes,Yes,No,No,
sm701.dat,SM701,coordinates,Yes,Yes,No,No,
sokolov.dat,SOKOLOV AIRFOIL,coordinates,Yes,Yes,No,No,
sp4621hp.dat,SP4621HP,coordinates,Yes,Yes,No,No,
sp4721bs.dat,SP4721BS,coordinates,Yes,Yes,No,No,
sp4721la.dat,SP4721LA,coordinates,Yes,Yes,No,No,
spicasm.dat,SPICA  11.73% smoothed,coordinates,Yes,Yes,No,No,
ssca07.dat,SIKORSKY SSC-A07 AIRFOIL,coordinates,Yes,Yes,No,No,
ssca09.dat,SIKORSKY SSC-A09  AIRFOIL,coordinates,Yes,Yes,No,No,
stcyr171.dat,St. CYR 171 (Royer),coordinates,Yes,Yes,No,No,
stcyr172.dat,St. CYR 172 (Royer),coordinates,Yes,Yes,No,No,
stcyr234.dat,St. CYR 234 (Bartel 17-IC),coordinates,Yes,Yes,No,No,
stcyr24.dat,St. CYR 24 (Bartel 35-IIIC),coordinates,Yes,Yes,No,No,
ste87151.dat,EPPLER STE 871-514 AIRFOIL,coordinates,Yes,Yes,No,No,
ste87391.dat,EPPLER STE 87(-3)-914 AIRFOIL,coordinates,Yes,Yes,No,No,
stf86361.dat,EPPLER STF 863-615 AIRFOIL,coordinates,Yes,Yes,No,No,
strand.dat,STRAND AIRFOIL,coordinates,Yes,Yes,No,No,
supermarine371i.dat,Supermarine 371-I (root),coordinates,Yes,Yes,No,No,
supermarine371ii.dat,Supermarine 371-II (tip),coordinates,Yes,Yes,No,No,
t16.dat,Drela T16,coordinates,Yes,Yes,No,No,
tempest1.dat,HAWKER TEMPEST 37.5% SEMISPAN AIRFOIL,coordinates,Yes,Yes,No,No,
tempest2.dat,HAWKER TEMPEST 61% SEMISPAN AIRFOIL,coordinates,Yes,Yes,No,No,
tempest3.dat,HAWKER TEMPEST 96.77% SEMISPAN AIRFOIL,coordinates,Yes,Yes,No,No,
th25816.dat,TH 25816 HALE AIRFOIL,coordinates,Yes,Yes,No,No,
trainer60.dat,TRAINER60,coordinates,Yes,Yes,No,No,
tsagi12.dat,TsAGI 12% AIRFOIL,coordinates,Yes,Yes,No,No,
tsagi8.dat,TsAGI 8% AIRFOIL,coordinates,Yes,Yes,No,No,
tsagi_r3a.dat,TsAGI R-3a (12%),coordinates,Yes,Yes,No,No,
ua2-180.dat,UA(2)-180 (University of Alberta/Marsden),coordinates,Yes,Yes,No,No,
ua2-180sm.dat,UA(2)-180 smoothed; original ycoord oscillate +-0.0003,coordinates,Yes,Yes,No,No,
ua79sf18.dat,UNIVERSITY OF ALBERTA UA 79-SF-187 AIRFOIL,coordinates,Yes,Yes,No,No,
ua79sff.dat,UNIVERSITY OF ALBERTA UA 79-SF-187 AIRFOIL MAIN ELEMENT,coordinates,Yes,Yes,No,No,
ua79sfm.dat,UNIVERSITY OF ALBERTA UA 79-SF-187 AIRFOIL MAIN ELEMENT,coordinates,Yes,Yes,No,No,
uag8814320.dat,UAG 88-143/20,coordinates,Yes,Yes,No,No,
ui1720.dat,UNIVERSITY OF ILLINOIS UI-1720 AIRFOIL,coordinates,Yes,Yes,No,No,
ultimate.dat,ULTIMATE,coordinates,Yes,Yes,No,No,
us1000root.dat,US1000ROOT,coordinates,Yes,Yes,No,No,
usa22.dat,USA 22 AIRFOIL,coordinates,Yes,Yes,No,No,
usa25.dat,USA 25 AIRFOIL,coordinates,Yes,Yes,No,No,
usa26.dat,USA 26 AIRFOIL,coordinates,Yes,Yes,No,No,
usa27.dat,USA 27 AIRFOIL,coordinates,Yes,Yes,No,No,
usa27m2.dat,USA 27 mod. AIRFOIL,coordinates,Yes,Yes,No,No,
usa28.dat,USA 28 AIRFOIL,coordinates,Yes,Yes,No,No,
usa29.dat,USA 29 AIRFOIL,coordinates,Yes,Yes,No,No,
usa31.dat,USA 31 AIRFOIL,coordinates,Yes,Yes,No,No,
usa32.dat,USA 32 AIRFOIL,coordinates,Yes,Yes,No,No,
usa33.dat,USA 33 AIRFOIL,coordinates,Yes,Yes,No,No,
usa34.dat,USA 34 AIRFOIL,coordinates,Yes,Yes,No,No,
usa35.dat,USA 35 AIRFOIL,coordinates,Yes,Yes,No,No,
usa35a.dat,USA 35 A AIRFOIL,coordinates,Yes,Yes,No,No,
usa35b.dat,USA-35B AIRFOIL,coordinates,Yes,Yes,No,No,
usa40.dat,USA 40 AIRFOIL,coordinates,Yes,Yes,No,No,
usa40b.dat,USA 40 B AIRFOIL,coordinates,Yes,Yes,No,No,
usa41.dat,USA 41 AIRFOIL,coordinates,Yes,Yes,No,No,
usa45.dat,USA 45 AIRFOIL,coordinates,Yes,Yes,No,No,
usa45m.dat,USA 45 M AIRFOIL,coordinates,Yes,Yes,No,No,
usa46.dat,USA 46 AIRFOIL,coordinates,Yes,Yes,No,No,
usa48.dat,USA 48 AIRFOIL,coordinates,Yes,Yes,No,No,
usa49.dat,USA 49 AIRFOIL,coordinates,Yes,Yes,No,No,
usa5.dat,USA 5 AIRFOIL,coordinates,Yes,Yes,No,No,
usa50.dat,USA 50 AIRFOIL,coordinates,Yes,Yes,No,No,
usa51.dat,USA 51 AIRFOIL,coordinates,Yes,Yes,No,No,
usa98.dat,USA 98 AIRFOIL,coordinates,Yes,Yes,No,No,
usnps4.dat,USNPS4 (smoothed),coordinates,Yes,Yes,No,No,
v13006.dat,BOEING VERTOL V13006-.7 AIRFOIL,coordinates,Yes,Yes,No,No,
v13009.dat,BOEING VERTOL V(1.95)3009-1.25 AIRFOIL,coordinates,Yes,Yes,No,No,
v23010.dat,BOEING-VERTOL V23010-1.58 AIRFOIL,coordinates,Yes,Yes,No,No,
v43012.dat,BOEING VERTOL V43012-1.58 AIRFOIL,coordinates,Yes,Yes,No,No,
v43015.dat,BOEING VERTOL V43015-2.48 AIRFOIL,coordinates,Yes,Yes,No,No,
vr1.dat,BOEING-VERTOL VR-1 AIRFOIL,coordinates,Yes,Yes,No,No,
vr11x.dat,BOEING-VERTOL VR-11X AIRFOIL,coordinates,Yes,Yes,No,No,
vr12.dat,BOEING-VERTOL VR-12 AIRFOIL,coordinates,Yes,Yes,No,No,
vr13.dat,BOEING-VERTOL VR-13 AIRFOIL,coordinates,Yes,Yes,No,No,
vr14.dat,BOEING-VERTOL VR-14 AIRFOIL,coordinates,Yes,Yes,No,No,
vr15.dat,BOEING-VERTOL VR-15 AIRFOIL,coordinates,Yes,Yes,No,No,
vr5.dat,BOEING-VERTOL VR-5 AIRFOIL,coordinates,Yes,Yes,No,No,
vr7.dat,BOEING-VERTOL VR-7 AIRFOIL,coordinates,Yes,Yes,No,No,
vr7b.dat,BOEING-VERTOL VR-7 AIRFOIL WITH TAB,coordinates,Yes,Yes,No,No,
vr8.dat,BOEING-VERTOL VR-8 AIRFOIL,coordinates,Yes,Yes,No,No,
vr8b.dat,BOEING-VERTOL VR-8 AIRFOIL WITH TAB,coordinates,Yes,Yes,No,No,
vr9.dat,BOEING-VERTOL VR-9 AIRFOIL,coordinates,Yes,Yes,No,No,
w1011.dat,W1011,coordinates,Yes,Yes,No,No,
w1015.dat,W1015,coordinates,Yes,Yes,No,No,
waspsm.dat,WASP (smoothed),coordinates,Yes,Yes,No,No,
wb13535sm.dat,WB-135/35  13.5%  smoothed,coordinates,Yes,Yes,No,No,
wb140.dat,WB-140/35/FB 14%,coordinates,Yes,Yes,No,No,
whitcomb.dat,WHITCOMB INTEGRAL SUPERCRITICAL AIRFOIL,coordinates,Yes,Yes,No,No,
ys900.dat,YS-900,coordinates,Yes,Yes,No,No,
ys915.dat,YS-915,coordinates,Yes,Yes,No,No,
ys920.dat,YS-920,coordinates,Yes,Yes,No,No,
ys930.dat,YS-930,coordinates,Yes,Yes,No,No,
zv15_35.dat,Zv(15-35)16,coordinates,Yes,Yes,No,No,
